id,total_unique_reviews,unique_review_rate
33156,1,0.052631579
36442,0,0
36647,0,0
36703,2,0.014705882
36934,0,0
37042,1,0.04
37197,2,0.03125
38638,4,0.029850746
38663,0,0
39267,4,0.01532567
39282,0,0
39572,0,0
39586,2,0.011049724
39593,0,0
39704,11,0.03264095
40453,0,0
41513,0,0
42300,0,0
42729,0,0
42882,10,0.056818182
43726,2,0.181818182
44096,1,0.003610108
44161,11,0.056994819
44229,12,0.051948052
44288,3,0.033333333
44506,1,0.010309278
45542,0,0
45556,9,0.035856574
45910,0,0
45935,,
45936,2,0.015503876
45940,0,0
46544,1,0.017241379
46911,0,0
47362,0,0
47370,0,0
48719,4,0.034482759
50447,9,0.052631579
51438,,
51850,0,0
53137,1,0.1
53196,0,0
53469,1,0.03030303
53470,0,0
53477,2,0.1
53758,3,0.031578947
54158,7,0.018918919
54453,0,0
54466,,
54508,10,0.1
54544,2,0.016393443
54626,2,0.011049724
54694,2,0.032258065
54860,4,0.01754386
55498,2,0.047619048
55668,2,0.017391304
55982,1,0.027027027
56525,7,0.095890411
56859,2,0.009615385
57166,6,0.157894737
57297,1,0.0041841
57468,9,0.043902439
57618,3,0.028037383
57740,0,0
57754,15,0.12605042
57874,1,0.003846154
58062,0,0
58467,1,0.045454545
59014,3,0.052631579
59121,0,0
59709,0,0
59855,1,0.012195122
60164,3,0.028301887
60193,0,0
60457,1,0.1
60611,4,0.021390374
60666,2,0.009302326
60673,0,0
60680,1,0.006451613
60794,0,0
60948,1,0.006578947
61167,0,0
61224,0,0
61509,0,0
61747,2,0.020618557
62427,1,0.016393443
62430,1,0.007751938
62452,2,0.009389671
62461,1,0.005847953
62468,0,0
62787,0,0
62891,18,0.090909091
62903,0,0
62925,15,0.11627907
63320,15,0.06
63360,5,0.010416667
63573,0,0
63588,,
63610,1,0.022727273
63657,3,0.01119403
63693,24,0.156862745
63913,0,0
64000,1,0.071428571
64015,,
64107,7,0.022727273
64314,5,0.1
64361,0,0
64365,3,0.012295082
64837,1,0.004651163
65200,4,0.05
65268,1,0.015873016
65556,,
65615,2,0.036363636
65660,4,0.025477707
65813,1,0.05
65834,1,0.090909091
66008,1,0.014705882
66251,8,0.086021505
66275,3,0.020833333
66451,0,0
66718,2,0.009569378
66741,4,0.016
66974,1,0.011235955
67288,1,0.034482759
67299,1,0.016129032
67397,7,0.0625
68099,2,0.017857143
68253,,
68305,3,0.045454545
68735,4,0.121212121
68765,4,0.028985507
68900,0,0
68974,12,0.055555556
69894,2,0.04
69921,0,0
70128,0,0
70279,2,0.03125
71248,0,0
71366,2,0.047619048
71384,0,0
71812,1,0.125
72190,0,0
73246,0,0
74073,9,0.1
74240,3,0.042857143
74333,1,0.027777778
74680,3,0.013274336
74821,1,0.021276596
74860,0,0
75635,7,0.021806854
76761,8,0.01843318
77765,1,0.026315789
78919,0,0
80493,2,0.01
80684,0,0
80700,1,0.142857143
80924,0,0
81739,0,0
82549,2,0.029850746
82550,1,0.010638298
82638,6,0.022641509
82928,1,0.014084507
83391,0,0
83446,0,0
83847,1,0.022727273
84010,0,0
84059,1,0.2
86215,4,0.024096386
87279,0,0
89205,1,0.025
89427,,
89621,2,0.008403361
93313,3,0.02970297
94035,0,0
94209,,
94477,5,0.0125
94783,1,0.008928571
95747,0,0
95883,0,0
96471,0,0
98663,0,0
99085,0,0
99662,0,0
100002,1,0.006622517
100184,1,0.021276596
100186,2,0.019607843
100368,4,0.125
101053,3,0.081081081
102995,0,0
103161,1,0.007518797
103311,0,0
105469,0,0
105510,1,0.055555556
105790,22,0.146666667
106363,9,0.021582734
106647,3,0.030927835
107630,6,0.022058824
107895,0,0
110739,7,0.120689655
112100,0,0
112304,0,0
112359,1,0.017241379
112435,5,0.028248588
113092,,
113265,1,0.003703704
114123,2,0.058823529
114229,2,0.026315789
115535,5,0.135135135
115748,0,0
116551,1,0.005847953
117425,0,0
118061,0,0
118680,,
121687,0,0
121861,0,0
123784,9,0.053892216
125163,1,0.024390244
126443,18,0.043902439
126816,0,0
127387,0,0
128975,4,0.03125
132516,1,0.03030303
132661,0,0
132695,0,0
133025,6,0.045801527
134934,0,0
135393,4,0.013793103
135465,0,0
135706,0,0
136493,1,0.052631579
137121,2,0.019230769
138216,0,0
139624,2,0.026315789
140133,2,0.011627907
140425,4,0.034782609
140973,2,0.025641026
141154,3,0.011406844
141335,3,0.085714286
141890,0,0
142069,0,0
144087,0,0
144148,0,0
145064,0,0
145994,0,0
148201,0,0
148259,12,0.153846154
148825,3,0.013888889
149287,,
149777,4,0.016129032
150804,1,0.037037037
150883,1,0.038461538
150989,0,0
151199,16,0.035010941
151478,0,0
152071,,
152259,2,0.016129032
152263,11,0.048034934
153780,1,0.005434783
154934,0,0
155296,3,0.075
157673,3,0.032967033
158061,2,0.074074074
158176,1,0.007518797
158913,0,0
158955,8,0.018348624
159749,6,0.078947368
159815,6,0.117647059
159913,3,0.1
160994,3,0.026315789
161394,0,0
161996,5,0.020242915
162493,7,0.179487179
162508,0,0
162565,0,0
163814,3,0.009202454
164989,1,0.0125
165080,0,0
166006,4,0.021164021
166172,9,0.128571429
166983,0,0
167013,0,0
167017,0,0
168123,1,0.009174312
168810,0,0
169063,2,0.043478261
169306,2,0.014705882
169464,3,0.030612245
169483,,
170420,0,0
170761,2,0.037735849
171562,0,0
172499,0,0
173151,4,0.015267176
173742,6,0.052631579
174966,2,0.066666667
176135,0,0
176653,3,0.06
177495,2,0.2
177606,1,0.009708738
179670,4,0.03539823
179741,0,0
180717,1,0.025
181972,7,0.053030303
182069,0,0
182095,3,0.044776119
182177,5,0.01650165
182649,5,0.019230769
187986,0,0
188661,0,0
188674,2,0.031746032
189135,7,0.069306931
189181,0,0
189732,3,0.014492754
189787,1,0.009708738
190542,2,0.042553191
190968,2,0.054054054
190974,2,0.009661836
191541,2,0.036363636
193105,0,0
193853,0,0
195123,1,0.004310345
195233,4,0.066666667
195240,2,0.024691358
195578,0,0
195989,4,0.018181818
197753,6,0.01875
197931,1,0.010638298
197942,5,0.022026432
198028,1,0.0625
200645,,
200955,0,0
201992,2,0.018867925
202273,0,0
203901,0,0
204065,1,0.015151515
204833,0,0
205043,10,0.026809651
205485,3,0.022222222
205735,1,0.015151515
205867,4,0.04
206316,0,0
206772,0,0
206957,23,0.178294574
208122,0,0
208148,0,0
209310,8,0.028469751
211078,11,0.048245614
211152,1,0.058823529
211974,9,0.18
212109,1,0.1
212178,9,0.044776119
212544,0,0
213330,1,0.038461538
214917,0,0
215560,3,0.017142857
216080,2,0.028571429
217580,0,0
218358,1,0.045454545
219066,0,0
219922,1,0.027027027
220563,3,0.050847458
220946,4,0.025974026
221097,2,0.090909091
222304,0,0
222913,5,0.022421525
223930,1,0.041666667
224004,1,0.014705882
224510,0,0
225297,0,0
225306,1,0.00729927
225354,0,0
225926,19,0.102150538
225976,0,0
226021,4,0.025974026
227495,1,0.00990099
227715,0,0
228317,4,0.04494382
228925,0,0
228979,0,0
229668,0,0
229874,0,0
230321,0,0
230877,3,0.026086957
231154,0,0
231194,6,0.018808777
231414,0,0
232612,4,0.011940299
233189,1,0.011235955
233348,1,0.043478261
233638,0,0
233662,5,0.074626866
234330,2,0.027777778
234870,2,0.030769231
235281,0,0
235552,5,0.125
235651,8,0.093023256
235951,3,0.020833333
235960,1,0.00990099
236671,1,0.006134969
236806,,
237210,,
239055,1,0.5
239733,0,0
239766,0,0
239826,,
239899,0,0
240709,0,0
240800,3,0.018292683
241140,9,0.191489362
241159,0,0
241862,0,0
242532,24,0.177777778
242585,2,0.117647059
242643,1,0.03030303
242768,4,0.01659751
243229,0,0
243708,1,0.003703704
244649,,
245544,4,0.033333333
245574,1,0.005319149
246134,0,0
246351,0,0
246916,0,0
248717,0,0
248865,0,0
248871,5,0.032467532
248966,2,0.046511628
249414,0,0
249618,0,0
249804,2,0.045454545
249867,0,0
250259,3,0.15
250311,,
250323,0,0
250536,1,0.090909091
250537,,
250801,5,0.0390625
251262,7,0.025179856
251277,8,0.061538462
252607,1,0.020408163
252865,0,0
253332,0,0
253466,3,0.075
253471,1,0.041666667
253475,1,0.014492754
253548,0,0
253590,0,0
253623,1,0.013888889
253800,2,0.071428571
253803,0,0
253806,0,0
253811,0,0
253815,3,0.055555556
253828,1,0.125
253839,0,0
253846,0,0
254168,1,0.142857143
254409,0,0
255476,1,0.032258065
255601,4,0.018867925
255637,0,0
255957,1,0.038461538
257097,1,0.028571429
257568,3,0.056603774
257787,5,0.018382353
258397,6,0.038216561
258686,1,0.05
258688,3,0.065217391
258690,1,0.1
258740,0,0
258838,0,0
258876,,
258930,0,0
259946,0,0
260765,8,0.026666667
261194,0,0
261259,0,0
261674,0,0
261781,2,0.25
262343,4,0.061538462
262405,0,0
262478,0,0
262583,4,0.021857923
263005,3,0.025862069
263190,0,0
263232,0,0
263473,0,0
263502,1,0.041666667
263776,3,0.031578947
263888,8,0.054421769
265036,0,0
265064,1,0.058823529
265145,0,0
265506,0,0
265912,,
266146,0,0
266155,1,0.052631579
266449,1,0.01369863
266964,0,0
267376,1,0.1
267435,7,0.233333333
267652,1,0.037037037
268335,,
268362,0,0
268392,0,0
268481,0,0
268868,1,0.014084507
269283,0,0
269404,1,0.05
269889,7,0.026315789
270139,0,0
270231,3,0.010526316
270315,0,0
270345,1,0.033333333
271083,0,0
271128,0,0
271130,1,0.022222222
271694,0,0
272026,1,0.047619048
272044,1,0.02
272427,0,0
272706,0,0
272738,0,0
273190,2,0.068965517
274062,3,0.040540541
274257,1,0.0625
274329,0,0
274376,0,0
274743,0,0
274995,0,0
275976,4,0.017467249
276216,0,0
276317,8,0.075471698
276994,0,0
277207,0,0
277883,1,0.016949153
278090,4,0.017241379
278145,0,0
278631,0,0
278876,0,0
279857,11,0.080291971
280315,1,0.038461538
281521,0,0
281851,3,0.025
282081,2,0.060606061
282443,4,0.05
282514,1,0.022222222
282977,7,0.028571429
283072,,
283090,0,0
283184,,
283194,4,0.05
283272,0,0
283550,0,0
284208,2,0.054054054
284855,0,0
285515,0,0
286662,2,0.008
286794,,
286838,2,0.01980198
287408,2,0.02739726
287417,3,0.075
287421,2,0.019417476
287481,0,0
287845,1,0.008196721
288726,5,0.090909091
289020,0,0
289037,1,0.071428571
289665,12,0.076433121
289703,0,0
289958,0,0
291812,0,0
292047,4,0.016877637
292121,0,0
292266,0,0
292637,,
292800,3,0.026785714
293004,,
294227,5,0.113636364
294239,0,0
294242,3,0.039473684
294250,3,0.028301887
294259,6,0.065934066
294263,7,0.063636364
294280,1,0.035714286
294490,1,0.016666667
294717,0,0
295231,0,0
295998,2,0.042553191
296361,1,0.015873016
296658,0,0
296717,0,0
297611,0,0
298033,,
298759,8,0.2
298782,0,0
298854,,
298999,0,0
299062,,
299531,1,0.006944444
301034,1,0.01754386
301372,0,0
302057,11,0.067484663
302238,0,0
302280,0,0
302309,0,0
302705,0,0
302758,1,0.083333333
303264,0,0
303462,1,0.083333333
306702,0,0
306799,0,0
310272,1,0.019607843
310325,0,0
310524,0,0
310796,1,0.047619048
311003,0,0
311316,,
311356,1,0.009009009
312415,3,0.050847458
312429,2,0.030769231
314982,2,0.013245033
317905,0,0
318021,6,0.107142857
318187,5,0.083333333
319798,2,0.024390244
320128,,
320865,0,0
320877,0,0
321014,0,0
321136,0,0
322037,30,0.115384615
322604,10,0.057142857
322974,1,0.012820513
323453,2,0.035714286
323706,2,0.03125
324800,0,0
325429,0,0
326832,0,0
326956,0,0
327521,0,0
328040,0,0
328744,0,0
329310,0,0
329385,7,0.175
333189,0,0
333323,3,0.020547945
334607,1,0.018867925
334781,0,0
341525,0,0
342027,0,0
342995,0,0
343276,1,0.007462687
343971,2,0.035714286
344019,1,0.142857143
344068,,
344082,0,0
344092,1,0.052631579
346579,1,0.333333333
348689,1,0.1
349841,,
350168,0,0
350525,0,0
351530,0,0
351859,2,0.022222222
352651,0,0
353317,1,0.006289308
354095,0,0
355106,2,0.045454545
361803,0,0
363016,0,0
364785,3,0.088235294
365439,0,0
367042,0,0
367810,1,0.333333333
369409,4,0.018348624
369567,1,0.015873016
369671,3,0.036585366
373618,5,0.073529412
374548,7,0.023890785
375249,0,0
377217,0,0
378460,0,0
380416,0,0
380730,0,0
382523,1,0.090909091
382524,0,0
385190,0,0
385657,0,0
385824,0,0
386507,0,0
386555,0,0
386744,1,0.01010101
386799,2,0.017241379
387666,0,0
389482,0,0
391955,5,0.033333333
392948,8,0.4
393094,5,0.161290323
393682,2,0.032786885
394026,0,0
394111,0,0
394235,,
396636,2,0.047619048
397034,6,0.24
397297,2,0.021505376
397420,0,0
398283,1,0.058823529
398850,2,0.042553191
399946,0,0
400039,3,0.056603774
401039,3,0.017647059
401836,0,0
403668,0,0
403712,0,0
404923,2,0.007575758
405025,3,0.030927835
405408,4,0.026490066
407469,1,0.00862069
408491,,
408983,3,0.027522936
409262,0,0
409666,1,0.111111111
411525,1,0.015873016
411918,3,0.022222222
412061,1,0.016666667
412180,0,0
413504,5,0.036231884
413775,0,0
415304,0,0
416557,3,0.065217391
417685,1,0.005586592
418291,0,0
419373,3,0.013392857
419792,0,0
421539,1,0.018518519
421554,0,0
423015,3,0.075
423275,0,0
424192,1,0.055555556
424767,16,0.074074074
426449,0,0
430427,0,0
430665,1,0.125
432090,0,0
433218,1,0.020408163
433414,2,0.01980198
433914,4,0.072727273
435909,4,0.210526316
436510,2,0.111111111
436824,1,0.055555556
436912,4,0.061538462
436916,0,0
437352,1,0.058823529
437906,1,0.25
438513,2,0.021052632
439750,0,0
439870,0,0
442649,0,0
444171,0,0
444430,2,0.086956522
446367,0,0
447766,0,0
448048,1,0.03125
448049,0,0
449034,1,0.006289308
449130,3,0.017964072
449660,9,0.070866142
449680,3,0.031914894
450577,4,0.048780488
450578,3,0.103448276
450905,,
452068,0,0
452541,5,0.034965035
453094,6,0.016172507
453161,0,0
453255,1,0.066666667
453317,0,0
454334,0,0
455734,2,0.014705882
455801,2,0.018348624
456110,0,0
456190,10,0.033444816
456457,0,0
456526,2,0.043478261
457829,0,0
459066,0,0
460036,1,0.018867925
460999,0,0
462454,0,0
463042,1,0.02
463107,0,0
464231,0,0
465706,,
466277,4,0.030075188
466457,2,0.008888889
467569,1,0.027777778
467634,1,0.002083333
467866,9,0.041666667
468613,,
470498,0,0
470709,4,0.025641026
471712,3,0.040540541
471758,0,0
471845,0,0
471914,1,0.076923077
472052,0,0
472376,1,0.1
473777,0,0
474283,,
475216,0,0
476899,2,0.117647059
478053,0,0
478385,2,0.01459854
478832,0,0
478949,0,0
479002,0,0
479263,1,0.025641026
479285,0,0
482365,0,0
483414,0,0
483505,5,0.063291139
484297,0,0
484312,0,0
484728,0,0
485197,0,0
486350,1,0.076923077
487816,1,0.012048193
489018,5,0.078125
489924,0,0
489965,0,0
490011,,
490278,0,0
490989,0,0
491123,2,0.014705882
491529,2,0.038461538
491942,2,0.083333333
492785,2,0.027777778
492810,0,0
493611,7,0.1
494296,,
494937,4,0.03960396
495249,6,0.025641026
496166,1,0.083333333
498052,5,0.032679739
498859,2,0.027777778
499249,0,0
499763,,
500886,4,0.036697248
501041,,
501082,4,0.021164021
501693,3,0.009433962
502132,1,0.016393443
502429,4,0.032520325
503460,0,0
503529,0,0
503585,0,0
503662,0,0
503722,0,0
504322,0,0
504362,4,0.061538462
504394,1,0.333333333
504437,0,0
505029,0,0
505231,0,0
505315,1,0.022222222
505716,2,0.054054054
506121,11,0.021442495
506571,0,0
506575,5,0.022321429
507393,1,0.018518519
509989,8,0.04519774
511436,0,0
511960,0,0
512022,0,0
512209,2,0.03125
512210,12,0.034285714
513343,0,0
513362,0,0
513688,6,0.036585366
514457,0,0
514548,,
515015,2,0.153846154
516461,0,0
516643,1,1
517070,0,0
517626,0,0
517654,1,0.333333333
518566,1,0.076923077
518960,14,0.047457627
519310,1,0.003816794
521018,0,0
521522,0,0
521806,0,0
521807,4,0.06557377
523123,0,0
525120,0,0
525293,4,0.030769231
525388,0,0
525412,0,0
525523,1,0.025641026
526532,0,0
526923,1,0.037037037
526942,0,0
527076,,
528485,1,0.166666667
528615,0,0
530431,3,0.013824885
530576,7,0.077777778
531208,3,0.272727273
531258,1,0.05
531455,0,0
531662,0,0
532288,3,0.028301887
532749,3,0.032258065
533168,5,0.052083333
533625,0,0
533927,3,0.01910828
534897,1,0.166666667
535095,0,0
535352,0,0
536578,0,0
538344,7,0.036842105
538590,0,0
539160,0,0
539350,1,0.023255814
540057,7,0.053846154
541725,1,0.028571429
542182,0,0
542203,0,0
544039,,
544331,0,0
545261,0,0
545651,0,0
546383,6,0.012
546504,0,0
548184,,
549873,0,0
550288,2,0.125
550653,0,0
550777,2,0.058823529
550858,1,0.066666667
552502,1,0.083333333
552519,6,0.024896266
552639,1,0.01754386
553516,0,0
553862,1,0.041666667
554165,1,0.014285714
555206,2,0.025
557213,2,0.011049724
557487,0,0
557949,1,0.009345794
560078,11,0.117021277
560406,0,0
560867,0,0
563442,0,0
564447,3,0.012711864
564649,6,0.153846154
565814,0,0
566712,2,0.014184397
567073,0,0
567075,0,0
567195,0,0
568661,1,0.028571429
568684,0,0
568743,2,0.007751938
569255,2,0.045454545
570218,1,0.035714286
570750,5,0.020661157
570797,0,0
571564,4,0.032
573612,3,0.020547945
573671,0,0
573795,0,0
573870,0,0
575061,3,0.017241379
576227,0,0
576426,0,0
576916,1,0.25
577243,0,0
577703,0,0
577824,1,0.066666667
578267,1,0.026315789
579251,1,0.037037037
579716,3,0.014492754
580323,1,0.014925373
581180,1,0.014285714
581542,1,0.017241379
582272,0,0
582372,1,0.043478261
583352,0,0
584122,3,0.04109589
585369,2,0.01754386
585937,5,0.041666667
587519,1,1
587698,1,0.014285714
587740,0,0
588677,0,0
589089,2,0.017857143
590903,2,0.036363636
591135,2,0.012658228
591565,10,0.161290323
591602,,
591710,0,0
592785,0,0
592853,0,0
593000,1,0.083333333
593292,7,0.017241379
593320,3,0.017647059
593962,0,0
594020,3,0.01875
594036,0,0
594732,,
595604,0,0
596442,0,0
596448,2,0.01459854
597624,1,0.052631579
597668,1,0.071428571
599595,0,0
599847,0,0
600286,0,0
600775,3,0.037037037
600877,1,0.5
602070,0,0
604204,0,0
606269,2,0.047619048
607735,1,0.015873016
607781,4,0.024390244
607891,3,0.027272727
609213,0,0
609559,0,0
610596,3,0.027272727
611009,7,0.025179856
612936,9,0.079646018
613528,0,0
613556,0,0
614269,0,0
616249,0,0
616585,0,0
618836,,
618916,5,0.384615385
619122,2,0.095238095
619471,0,0
620214,,
621430,0,0
622410,,
623423,,
624222,0,0
625197,0,0
625365,0,0
627432,1,0.016666667
627949,,
628078,0,0
629000,1,0.142857143
629770,0,0
629774,0,0
629855,0,0
629949,2,0.011173184
633276,4,0.021052632
634353,1,0.022727273
635114,3,0.046875
635662,5,0.022222222
636391,0,0
636579,2,0.025316456
637504,0,0
637641,0,0
637716,2,0.2
638894,0,0
638898,0,0
639199,0,0
639781,0,0
640589,0,0
640691,11,0.039285714
640899,,
640901,,
640908,,
640990,7,0.053435115
641113,0,0
643591,0,0
643877,0,0
644464,0,0
644575,0,0
644833,2,0.017391304
645075,2,0.007194245
645693,1,0.00877193
645922,0,0
645942,0,0
646391,1,0.032258065
646458,0,0
647413,0,0
647520,2,0.055555556
647580,0,0
648162,0,0
648246,1,0.022727273
649561,,
649903,0,0
649972,,
651375,7,0.104477612
651475,3,0.008264463
651648,1,0.015384615
652371,0,0
652466,0,0
652515,0,0
652648,0,0
652691,0,0
654232,0,0
654612,1,0.011494253
655472,0,0
656281,4,0.083333333
657198,0,0
657217,2,0.004962779
657727,2,0.015503876
658366,2,0.009090909
658515,3,0.065217391
658709,3,0.051724138
658932,4,0.105263158
659443,,
659880,0,0
659952,1,0.021276596
660036,2,0.02
661814,0,0
663608,24,0.285714286
663681,0,0
664047,3,0.050847458
665394,0,0
666220,0,0
666315,0,0
666613,3,0.034482759
666837,2,0.018691589
667375,0,0
667549,2,0.117647059
668400,0,0
668691,3,0.040540541
669640,2,0.08
670767,4,0.045977011
672724,0,0
674692,0,0
675793,0,0
676257,0,0
676295,0,0
678068,1,0.052631579
679633,0,0
680104,0,0
680998,1,0.055555556
681599,0,0
681805,0,0
683084,1,0.025
683681,0,0
683821,1,0.014285714
684808,1,0.033333333
684991,1,0.111111111
686696,1,0.014705882
687794,1,0.038461538
688111,,
688184,,
688652,1,0.043478261
689329,12,0.038834951
689900,3,0.031578947
690349,3,0.034883721
690603,1,0.012345679
690849,1,0.022222222
690934,12,0.060606061
692137,4,0.050632911
692468,0,0
692657,1,0.071428571
695216,2,0.016806723
695297,0,0
695465,10,0.094339623
696593,0,0
697499,0,0
698094,1,0.032258065
698132,6,0.022556391
698375,1,0.03125
698514,2,0.4
698882,0,0
699472,131,0.286652079
700530,6,0.15
700916,4,0.042553191
702551,0,0
703745,2,0.181818182
703971,0,0
704838,1,0.012987013
705749,0,0
705997,0,0
707396,6,0.052173913
707428,,
707658,0,0
707736,1,0.142857143
708374,8,0.022160665
710015,,
710243,2,0.030769231
710284,0,0
711635,4,0.043478261
712136,0,0
712260,3,0.036585366
713538,12,0.028846154
713891,3,0.01875
714028,0,0
714049,0,0
714075,0,0
715102,2,0.052631579
715270,1,0.005405405
717582,0,0
718761,0,0
719329,0,0
720221,0,0
720274,0,0
721663,2,0.025641026
721719,0,0
721762,3,0.034090909
722464,0,0
723507,0,0
723560,0,0
723709,0,0
724451,0,0
725509,2,0.011428571
726692,0,0
727512,5,0.072463768
727547,14,0.098591549
727575,0,0
727835,17,0.191011236
727964,0,0
728409,2,0.012195122
728493,1,0.014925373
728764,0,0
729306,1,0.006802721
729841,1,0.043478261
731300,1,0.004807692
731316,0,0
732624,4,0.011173184
734749,1,0.012195122
736187,0,0
736640,0,0
737075,1,0.016129032
738585,1,1
738588,0,0
739239,0,0
739242,1,0.111111111
740754,3,0.044117647
740947,0,0
741154,1,0.1
741346,0,0
741712,0,0
741783,9,0.037974684
741797,0,0
741806,0,0
742026,1,0.014084507
742779,0,0
743090,0,0
745037,2,0.021276596
746393,0,0
747029,0,0
747159,1,0.006493506
747316,0,0
747419,0,0
747538,8,0.038277512
747605,3,0.013100437
748118,3,0.033333333
748656,0,0
749896,1,0.333333333
749965,0,0
751851,1,0.25
752202,5,0.044247788
752289,0,0
752366,1,0.058823529
752616,2,0.04
752783,5,0.096153846
753622,3,0.044117647
753991,9,0.03515625
754353,0,0
755477,0,0
755528,0,0
755703,0,0
756655,1,0.016393443
756892,0,0
756928,0,0
757007,0,0
757187,0,0
758919,0,0
760461,0,0
761606,0,0
761835,2,0.024691358
762015,4,0.0625
762145,0,0
762426,0,0
763600,0,0
763965,1,0.04
764753,2,0.016806723
765203,2,0.1
765315,0,0
765569,1,0.014925373
766542,0,0
766814,,
766964,0,0
767286,0,0
767562,0,0
767967,0,0
767983,0,0
769175,0,0
769279,0,0
770960,1,0.076923077
772362,6,0.019736842
772679,1,0.034482759
773041,1,0.004672897
773497,,
773844,0,0
773885,2,0.095238095
773993,4,0.025974026
774791,0,0
774899,0,0
775233,0,0
775280,1,0.008695652
776845,0,0
777097,0,0
777297,3,0.037974684
777327,1,0.018181818
778381,0,0
779838,0,0
780858,0,0
781865,0,0
781946,0,0
782063,0,0
782554,3,0.038961039
783202,8,0.036036036
783341,2,0.037037037
783533,1,0.025
783964,0,0
784024,1,0.02
784088,0,0
784122,1,0.010752688
784124,6,0.073170732
784169,2,0.012578616
785097,0,0
785166,0,0
785366,0,0
785508,3,0.013392857
785878,,
785978,2,0.1
786685,3,0.035294118
786727,0,0
786955,1,0.008547009
787593,0,0
788005,0,0
788035,1,0.02173913
788106,1,0.025641026
789476,0,0
789559,0,0
789686,,
790767,0,0
790953,0,0
792142,0,0
793590,,
793951,1,0.019230769
794156,2,0.037735849
794245,0,0
794281,0,0
794425,0,0
794427,0,0
794496,2,0.021505376
794535,0,0
794567,1,0.014925373
795198,3,0.048387097
795641,,
796232,0,0
796370,0,0
796490,0,0
796523,0,0
797696,0,0
797972,1,0.03125
798008,,
798429,4,0.019047619
799484,0,0
799829,0,0
799900,0,0
799924,0,0
801260,0,0
801281,1,0.025
802498,1,0.004651163
802677,0,0
803077,0,0
803778,2,0.036363636
804194,0,0
804246,2,0.02739726
804388,0,0
804815,0,0
804911,0,0
805028,1,0.071428571
805218,1,0.025
805793,,
808139,1,0.333333333
808313,0,0
808476,0,0
808618,0,0
808705,0,0
808774,0,0
808836,1,0.026315789
808851,4,0.023255814
810346,0,0
810681,0,0
811198,0,0
811238,0,0
811299,1,0.023809524
812057,0,0
812467,2,0.027027027
812671,2,0.020408163
812695,5,0.036764706
813554,0,0
813793,4,0.037383178
814327,2,0.029850746
814616,0,0
814890,0,0
814911,1,0.5
815465,3,0.012711864
815544,,
816673,0,0
816888,0,0
817113,3,0.037974684
817355,3,0.050847458
818084,4,0.044444444
818314,,
818325,1,0.033333333
818337,0,0
818451,0,0
818481,0,0
818518,0,0
819206,2,0.016806723
819893,0,0
819956,1,0.026315789
820218,0,0
820710,2,0.019607843
820801,0,0
820953,1,0.090909091
821135,1,0.024390244
822152,0,0
823520,29,0.106617647
823618,1,0.022222222
823631,0,0
823880,3,0.00795756
824421,0,0
825193,1,0.043478261
825545,0,0
825550,0,0
826307,0,0
826388,3,0.166666667
826685,0,0
826764,0,0
828130,0,0
828553,0,0
828685,3,0.066666667
829083,0,0
829935,4,0.075471698
831911,0,0
832157,,
832596,0,0
834088,0,0
834190,23,0.037766831
834968,,
836720,0,0
837256,,
837430,0,0
837503,3,0.011627907
